age,salary,savings,risk_profile,goal,goal_amount,years_to_goal,selected_instrument,outcome
50,75978,799941,Medium,Emergency Fund,8635592,8,RD,Success
40,155894,76311,Low,Travel Abroad,503519,16,ELSS Mutual Fund,Success
33,177174,1476070,Low,Child Education,296529,27,FD,Success
26,18731,210933,Low,Buy a House,6079777,26,Savings Account,Success
53,54755,231942,Low,Child Education,2481606,26,Equity Mutual Fund,Failure
47,33499,165452,High,Buy a House,8375570,1,Debt Mutual Fund,Success
23,45023,157874,High,Retirement,9652067,3,Sukanya Samriddhi,Success
31,197190,1917098,Low,Child Education,1212672,12,Gold ETF,Success
41,152372,618981,Low,Child Education,1075482,14,FD,Success
42,96652,458810,Low,Buy a House,9670833,19,ELSS Mutual Fund,Success
29,102725,754709,Medium,Travel Abroad,6781524,5,ULIP,Success
43,86118,246815,Low,Retirement,6633032,29,Debt Mutual Fund,Success
49,179785,338795,Low,Tax Saving,3885309,2,FD,Success
47,193123,1082634,Medium,Child Education,1666624,6,PPF,Failure
45,48866,519266,Medium,Emergency Fund,1635173,29,ELSS Mutual Fund,Success
43,89711,309166,Low,Car Purchase,1292469,22,Sukanya Samriddhi,Success
23,48281,359594,Medium,Tax Saving,9017164,18,Equity Mutual Fund,Success
24,44519,97651,High,Emergency Fund,8029017,2,Equity Mutual Fund,Success
45,172337,1006945,Medium,Travel Abroad,8936567,25,Equity Mutual Fund,Success
39,83274,361604,Low,Retirement,8916719,7,Savings Account,Success
29,141239,312642,High,Travel Abroad,4171682,4,PPF,Success
28,136349,1077287,Low,Travel Abroad,4178987,8,ELSS Mutual Fund,Success
45,171593,1281605,Low,Travel Abroad,5714606,30,ELSS Mutual Fund,Success
51,84767,141526,Medium,Car Purchase,9402336,20,Savings Account,Success
55,112495,990056,High,Travel Abroad,4615516,25,ELSS Mutual Fund,Success
47,127454,1031958,Low,Car Purchase,668014,6,ULIP,Success
42,135414,1040146,Medium,Retirement,6945002,19,Equity Mutual Fund,Success
41,37037,311757,High,Car Purchase,9243494,25,Liquid Mutual Fund,Failure
28,102450,839263,Medium,Tax Saving,2184241,24,ULIP,Failure
41,81992,600406,High,Travel Abroad,3703123,19,RD,Failure
23,113268,379708,Low,Car Purchase,4150239,18,Gold ETF,Failure
58,82453,517126,Medium,Retirement,4265053,30,NPS,Success
57,163819,165253,Low,Buy a House,1847794,15,Liquid Mutual Fund,Success
47,52991,569639,High,Travel Abroad,9070413,22,ULIP,Success
53,80644,864551,Medium,Car Purchase,8616267,24,PPF,Success
46,60703,199836,Low,Travel Abroad,2503852,25,Sukanya Samriddhi,Failure
58,15805,168631,High,Child Education,2188200,22,ULIP,Success
29,193436,165816,High,Retirement,9425123,20,RD,Success
24,68679,121242,Medium,Emergency Fund,6778102,17,RD,Success
22,62986,207838,Medium,Emergency Fund,4460654,29,ULIP,Success
41,71531,715017,Low,Retirement,3023685,26,Savings Account,Success
42,41051,127599,High,Travel Abroad,5740535,24,NPS,Success
41,141800,765745,Low,Travel Abroad,7555481,3,Balanced Mutual Fund,Success
38,140668,71444,Low,Emergency Fund,6283679,15,Balanced Mutual Fund,Success
53,161980,497495,Low,Tax Saving,7624145,25,RD,Success
47,98384,284758,Medium,Emergency Fund,2161455,28,Balanced Mutual Fund,Success
50,69992,118885,Low,Buy a House,4347508,13,Liquid Mutual Fund,Success
49,170322,236885,Low,Buy a House,5066157,25,FD,Success
30,93879,1038764,High,Travel Abroad,6412488,30,Liquid Mutual Fund,Success
26,54665,190232,Low,Car Purchase,4637773,1,Gold ETF,Success
41,87281,928693,Medium,Buy a House,8103212,16,Debt Mutual Fund,Failure
60,122281,1125896,High,Buy a House,681918,6,FD,Success
31,63522,613085,Medium,Car Purchase,5338228,24,ELSS Mutual Fund,Failure
35,155298,456646,High,Buy a House,5007167,7,Debt Mutual Fund,Success
22,122885,54717,High,Travel Abroad,8890391,30,Gold ETF,Success
52,159821,34658,Low,Tax Saving,869297,17,Debt Mutual Fund,Failure
55,74621,58829,Low,Travel Abroad,1047505,2,Savings Account,Failure
36,75332,435890,High,Car Purchase,5401706,14,PPF,Failure
51,112013,1159324,Medium,Travel Abroad,7503862,22,Balanced Mutual Fund,Success
41,125148,1234953,High,Car Purchase,192151,12,RD,Success
57,65413,30529,Medium,Child Education,6350443,29,Equity Mutual Fund,Success
54,154370,833883,Medium,Retirement,3198540,15,ELSS Mutual Fund,Success
58,24455,111500,Low,Travel Abroad,9110437,28,RD,Success
47,143540,911295,Medium,Travel Abroad,3479772,28,RD,Failure
54,62600,72102,High,Travel Abroad,7920529,1,Liquid Mutual Fund,Success
41,101263,1049405,Low,Car Purchase,2685693,21,Debt Mutual Fund,Success
44,143515,32407,Medium,Buy a House,8489084,22,ULIP,Failure
29,37632,263809,Low,Buy a House,6393738,26,NPS,Success
57,152952,1716308,Medium,Emergency Fund,5928853,16,ELSS Mutual Fund,Success
60,167880,822123,Medium,Travel Abroad,8875917,19,ELSS Mutual Fund,Success
48,35138,139921,High,Retirement,5624346,3,Sukanya Samriddhi,Success
37,176364,1845888,Medium,Buy a House,2067167,5,ULIP,Success
31,60406,607976,High,Tax Saving,8877041,3,PPF,Success
60,157408,221900,High,Retirement,2234333,12,ELSS Mutual Fund,Success
38,154747,1033961,Low,Emergency Fund,5840519,15,FD,Success
37,107175,377569,Medium,Child Education,2379928,2,ULIP,Success
47,190881,1726915,Medium,Travel Abroad,4904945,2,PPF,Success
53,169546,895521,Medium,Car Purchase,9266738,22,Savings Account,Success
48,104593,632384,Low,Retirement,3131765,5,Savings Account,Success
45,151323,525823,Low,Retirement,1867725,22,Balanced Mutual Fund,Success
30,42320,191985,Low,Child Education,2864666,24,NPS,Success
59,162912,1415814,Low,Car Purchase,9088141,10,Liquid Mutual Fund,Success
33,138371,993808,Medium,Retirement,4286052,9,Equity Mutual Fund,Success
35,103049,213201,Medium,Car Purchase,260313,25,ELSS Mutual Fund,Success
58,144111,1630989,Medium,Car Purchase,4364053,19,PPF,Success
60,54361,315666,High,Car Purchase,7215015,22,Gold ETF,Success
39,167188,980258,Medium,Travel Abroad,714019,10,Gold ETF,Success
41,101210,301618,Medium,Tax Saving,5971442,28,Sukanya Samriddhi,Success
27,109631,1256050,Low,Emergency Fund,4600459,7,RD,Success
40,106540,179991,Medium,Emergency Fund,4615364,19,ELSS Mutual Fund,Success
55,110592,643588,High,Emergency Fund,5231391,22,Savings Account,Failure
25,112369,875609,High,Tax Saving,567582,12,Savings Account,Success
53,174598,800918,High,Buy a House,2312670,4,Liquid Mutual Fund,Failure
35,64000,361018,Medium,Retirement,2336032,5,Equity Mutual Fund,Success
37,33604,210567,Medium,Retirement,197292,14,NPS,Failure
33,160817,1887757,Low,Retirement,1451308,6,Debt Mutual Fund,Success
54,56693,197827,Medium,Tax Saving,8953704,6,Balanced Mutual Fund,Success
40,31127,177751,High,Buy a House,4472440,14,Sukanya Samriddhi,Failure
22,18769,211122,High,Emergency Fund,2562213,23,Equity Mutual Fund,Failure
46,88045,285697,Low,Buy a House,355114,4,RD,Success
33,133903,1299525,Low,Tax Saving,2522658,27,Savings Account,Success
53,51112,512406,Low,Emergency Fund,5413639,13,Balanced Mutual Fund,Success
37,143113,65346,Medium,Tax Saving,3516944,1,RD,Success
29,101018,406616,Low,Tax Saving,3946228,1,NPS,Failure
55,177042,596583,High,Retirement,2638733,30,ELSS Mutual Fund,Success
29,144459,1257719,High,Emergency Fund,3814106,28,FD,Success
42,127393,912666,Medium,Child Education,3231191,29,FD,Failure
40,32249,360062,Medium,Buy a House,4060316,19,Balanced Mutual Fund,Success
58,29933,39190,High,Emergency Fund,2238566,8,RD,Success
56,16498,162293,Low,Child Education,2816069,10,PPF,Success
47,133568,830902,High,Tax Saving,1962660,3,Sukanya Samriddhi,Success
31,106139,359348,High,Child Education,9668612,11,Balanced Mutual Fund,Success
46,99629,268893,Medium,Tax Saving,9653861,23,RD,Success
45,185857,1357726,High,Child Education,9178158,14,ELSS Mutual Fund,Success
58,112129,636767,Low,Child Education,8620850,23,PPF,Success
59,149349,349245,Medium,Emergency Fund,7506954,17,PPF,Success
57,56512,282010,High,Travel Abroad,5061101,30,Sukanya Samriddhi,Success
42,178404,564744,Medium,Buy a House,3611259,23,FD,Success
33,26054,278328,Low,Emergency Fund,8383976,26,Sukanya Samriddhi,Success
38,101373,969743,Low,Emergency Fund,9143434,12,PPF,Success
56,182993,301263,Medium,Tax Saving,5216069,3,RD,Success
46,89976,913020,Medium,Tax Saving,5664052,4,ULIP,Success
46,66777,492907,Medium,Travel Abroad,5356201,6,Equity Mutual Fund,Failure
23,117417,1156497,Medium,Retirement,4691601,21,ELSS Mutual Fund,Success
22,56385,333456,High,Travel Abroad,7415485,14,Equity Mutual Fund,Success
46,95545,188724,High,Child Education,548267,15,PPF,Success
28,37928,292748,High,Travel Abroad,470755,25,Equity Mutual Fund,Failure
36,32124,83119,Medium,Child Education,2420064,30,Balanced Mutual Fund,Success
52,191146,1700405,Medium,Buy a House,2633030,20,Savings Account,Success
57,117822,645761,Medium,Child Education,260063,26,PPF,Failure
26,138782,530343,Medium,Buy a House,5330996,24,FD,Success
50,126885,223694,Medium,Child Education,2060794,15,ULIP,Success
25,20279,170854,High,Travel Abroad,6092840,24,Sukanya Samriddhi,Success
43,28139,116850,High,Car Purchase,9269740,4,PPF,Success
26,23825,53042,Medium,Car Purchase,1257804,24,Equity Mutual Fund,Success
43,55257,585845,High,Retirement,9998307,8,Debt Mutual Fund,Success
25,175722,2042951,Medium,Child Education,5253674,18,Savings Account,Success
50,118507,969751,Medium,Travel Abroad,1211731,11,ULIP,Success
23,37202,334036,Medium,Travel Abroad,5309215,21,Sukanya Samriddhi,Success
36,57754,444535,Low,Buy a House,7749878,7,Sukanya Samriddhi,Success
54,191803,1209675,High,Retirement,6597947,11,Equity Mutual Fund,Success
48,193092,1519061,Medium,Retirement,820987,15,RD,Success
44,73695,579899,Low,Emergency Fund,3999327,13,Equity Mutual Fund,Success
44,135678,1126795,Low,Buy a House,2099649,2,FD,Success
60,137134,707387,Low,Car Purchase,8560557,17,PPF,Success
45,109746,722864,High,Car Purchase,9472009,9,Gold ETF,Success
25,178778,193774,Medium,Child Education,8670287,26,RD,Success
59,161347,1208378,Medium,Travel Abroad,2498596,25,Savings Account,Success
53,65393,55624,High,Retirement,7757183,14,Sukanya Samriddhi,Success
34,133041,843926,High,Car Purchase,1641238,20,ULIP,Success
47,194337,1475137,High,Car Purchase,5642173,15,PPF,Success
47,123658,432580,Medium,Emergency Fund,7145444,25,Savings Account,Success
26,29859,94964,High,Travel Abroad,1515001,21,Gold ETF,Success
48,136573,487553,High,Emergency Fund,1027692,29,Savings Account,Success
54,119440,31438,Low,Buy a House,8096104,7,ULIP,Success
38,197896,2134393,Low,Emergency Fund,2560099,23,Balanced Mutual Fund,Success
40,171123,362758,High,Tax Saving,1052763,16,Equity Mutual Fund,Success
31,130493,1538816,Low,Travel Abroad,9138367,17,Balanced Mutual Fund,Success
60,73314,69230,Low,Retirement,9410040,9,RD,Success
26,31042,32333,Low,Emergency Fund,7796235,9,Sukanya Samriddhi,Success
58,82626,547125,Low,Buy a House,5930341,2,ULIP,Success
58,156479,1433560,Low,Emergency Fund,4836056,10,ULIP,Success
31,79352,685169,High,Car Purchase,4206768,1,PPF,Success
42,119277,225234,Low,Emergency Fund,3722698,1,ELSS Mutual Fund,Success
25,29053,80462,Medium,Car Purchase,9466608,7,Liquid Mutual Fund,Success
38,172043,19635,Low,Tax Saving,4927531,26,Balanced Mutual Fund,Success
22,167552,1649311,High,Travel Abroad,6570154,18,Savings Account,Success
26,61160,22694,Medium,Child Education,9594717,23,PPF,Success
30,91321,512813,High,Buy a House,4379450,15,FD,Success
41,199963,1106378,Low,Retirement,5525633,27,NPS,Success
36,145921,727212,Low,Emergency Fund,9905874,6,Liquid Mutual Fund,Success
22,32541,150042,Medium,Buy a House,6786481,25,Debt Mutual Fund,Success
22,87563,487660,Low,Retirement,8252514,1,Savings Account,Success
32,175833,1072257,Medium,Child Education,2966829,9,Gold ETF,Success
57,78379,768878,Medium,Retirement,2707930,27,PPF,Success
34,178595,1993416,High,Retirement,2049231,6,Equity Mutual Fund,Success
48,177143,1766035,Low,Child Education,7293804,2,Sukanya Samriddhi,Success
57,56181,226213,Low,Tax Saving,7925954,29,Gold ETF,Success
23,59487,546009,High,Tax Saving,2610370,11,ELSS Mutual Fund,Success
54,34755,129903,High,Tax Saving,8589328,5,Balanced Mutual Fund,Success
47,32531,197989,Medium,Retirement,5544561,20,Savings Account,Success
24,145029,1223488,Medium,Buy a House,7200029,28,Balanced Mutual Fund,Failure
59,29263,123062,Medium,Car Purchase,2886966,22,Gold ETF,Success
55,16684,40861,Low,Child Education,320868,19,Debt Mutual Fund,Success
34,119101,571548,High,Buy a House,3078079,2,RD,Success
54,75581,302476,Low,Tax Saving,1902107,11,ELSS Mutual Fund,Success
23,95108,883743,Low,Buy a House,8022284,21,Gold ETF,Success
48,192385,1388479,High,Emergency Fund,6646248,28,FD,Success
38,21349,101226,Medium,Emergency Fund,9662547,16,NPS,Success
36,154012,1827602,Medium,Buy a House,2244858,26,Balanced Mutual Fund,Success
48,139461,1427600,High,Emergency Fund,1976675,7,Liquid Mutual Fund,Success
43,162074,230727,High,Retirement,3841669,8,Sukanya Samriddhi,Success
29,101475,353118,Low,Child Education,257717,15,Liquid Mutual Fund,Success
60,163357,753380,Low,Travel Abroad,3086031,22,Liquid Mutual Fund,Failure
44,42355,304450,Medium,Emergency Fund,7102519,8,ELSS Mutual Fund,Success
55,156661,589996,Low,Emergency Fund,9191354,27,Sukanya Samriddhi,Success
56,55843,452307,Low,Travel Abroad,4481209,20,PPF,Success
24,91412,520006,Medium,Car Purchase,7614305,8,Gold ETF,Success
49,79397,21126,Low,Emergency Fund,4805875,10,Liquid Mutual Fund,Success
34,70941,272759,High,Car Purchase,610832,29,PPF,Success
36,137490,769957,High,Emergency Fund,7943811,11,FD,Success
39,86157,280523,Medium,Retirement,1907432,30,NPS,Success
26,84244,960564,Medium,Travel Abroad,7869431,28,Equity Mutual Fund,Success
22,144927,1733833,Low,Emergency Fund,6107011,12,Savings Account,Failure
52,195598,459778,Medium,Tax Saving,8139840,28,NPS,Success
54,51151,56023,Medium,Buy a House,4861398,13,ELSS Mutual Fund,Success
49,151459,337844,Low,Tax Saving,5899120,6,Liquid Mutual Fund,Success
33,143537,1069558,Low,Child Education,6740805,24,ELSS Mutual Fund,Success
49,43687,149072,High,Car Purchase,9667184,29,NPS,Success
56,69837,426644,High,Retirement,2672376,6,Gold ETF,Success
42,16072,42420,High,Travel Abroad,104587,25,Liquid Mutual Fund,Success
43,189701,2082523,Medium,Retirement,384603,13,Gold ETF,Success
22,147790,1436721,High,Tax Saving,8106707,28,ELSS Mutual Fund,Success
46,174848,521550,Low,Buy a House,4398021,14,Sukanya Samriddhi,Success
37,112405,852719,Low,Buy a House,1247562,2,Equity Mutual Fund,Success
23,40376,438305,Low,Emergency Fund,9806755,17,Savings Account,Success
30,45038,497305,Low,Travel Abroad,9560844,5,Sukanya Samriddhi,Success
30,145010,46807,Low,Child Education,9640402,18,FD,Failure
39,178531,1398080,High,Tax Saving,9964822,13,FD,Success
40,148907,553806,Low,Car Purchase,1448820,10,Gold ETF,Success
38,65156,660740,Low,Retirement,5301911,30,FD,Success
51,66180,138755,High,Travel Abroad,7921971,26,Savings Account,Success
51,154768,598538,Medium,Buy a House,1636275,16,Sukanya Samriddhi,Success
53,113025,1314337,High,Tax Saving,7365157,24,Balanced Mutual Fund,Success
50,21196,128427,Medium,Tax Saving,3446227,4,NPS,Success
37,22809,33065,Low,Child Education,1327677,8,ELSS Mutual Fund,Success
22,118657,257858,Low,Child Education,2437896,19,ULIP,Success
33,132412,1503595,Low,Car Purchase,3458798,22,ELSS Mutual Fund,Success
41,50156,216791,Low,Retirement,5028204,10,Gold ETF,Success
50,148413,525632,Medium,Child Education,5656796,2,Equity Mutual Fund,Success
34,184774,575607,High,Buy a House,8574645,17,Liquid Mutual Fund,Success
41,23047,146227,High,Tax Saving,4839639,16,ELSS Mutual Fund,Success
55,59279,59962,Medium,Retirement,2111527,18,ELSS Mutual Fund,Success
52,143898,1053327,Medium,Emergency Fund,961161,2,RD,Failure
35,141034,195927,High,Buy a House,2959209,21,Savings Account,Failure
30,174950,697874,High,Tax Saving,6910594,3,Equity Mutual Fund,Success
37,165698,829595,Low,Car Purchase,6015365,24,Savings Account,Failure
37,180596,2033999,Low,Travel Abroad,223178,15,RD,Success
59,86210,499764,High,Emergency Fund,9897575,16,ELSS Mutual Fund,Success
57,59402,610819,High,Buy a House,450727,24,Sukanya Samriddhi,Failure
23,37879,329460,Medium,Child Education,8020000,25,Savings Account,Success
26,100934,245144,Medium,Retirement,299173,19,Savings Account,Success
53,142347,1109996,Low,Emergency Fund,2007259,3,NPS,Success
49,191494,1229056,High,Buy a House,9237859,9,Sukanya Samriddhi,Failure
22,188122,1570080,Medium,Travel Abroad,5749747,10,Sukanya Samriddhi,Success
54,79320,581411,High,Emergency Fund,4024330,30,Liquid Mutual Fund,Success
46,45075,441251,Medium,Buy a House,7501939,7,RD,Failure
27,122368,769460,Low,Buy a House,9943447,24,ULIP,Success
28,49275,46288,Low,Retirement,3355273,27,FD,Success
25,48895,225291,High,Emergency Fund,7382522,7,Savings Account,Success
58,100132,690954,Medium,Car Purchase,3621303,18,Savings Account,Success
37,30385,167820,Low,Tax Saving,7855281,15,Balanced Mutual Fund,Success
52,189656,768919,Medium,Travel Abroad,1842007,16,Sukanya Samriddhi,Failure
38,184279,1036453,Medium,Retirement,7300717,17,Liquid Mutual Fund,Success
43,23311,114604,Low,Tax Saving,3104596,13,Balanced Mutual Fund,Success
46,135893,302386,High,Retirement,5502246,26,Balanced Mutual Fund,Failure
35,142702,444192,High,Tax Saving,7676463,15,Sukanya Samriddhi,Success
32,157294,110085,Low,Retirement,2147441,4,Balanced Mutual Fund,Failure
29,122856,72720,Medium,Car Purchase,6940680,24,Liquid Mutual Fund,Failure
45,166086,32114,Medium,Car Purchase,3799680,20,RD,Success
40,151475,88114,Medium,Child Education,699999,12,Debt Mutual Fund,Failure
45,153751,1503288,Medium,Emergency Fund,7185519,16,NPS,Success
25,181956,1739493,High,Buy a House,4725048,5,RD,Success
26,46248,378570,High,Buy a House,5663952,17,ULIP,Success
50,44189,205306,High,Buy a House,8709120,2,Sukanya Samriddhi,Success
55,142770,1582742,High,Buy a House,8706581,29,ELSS Mutual Fund,Failure
57,22657,222385,Medium,Child Education,6360569,1,Equity Mutual Fund,Success
43,186777,429373,High,Emergency Fund,2731369,9,Sukanya Samriddhi,Success
48,194322,990592,High,Travel Abroad,7764652,24,Savings Account,Success
48,111982,1081330,Low,Buy a House,8994590,23,Debt Mutual Fund,Success
22,173055,806851,Low,Buy a House,1419557,16,ELSS Mutual Fund,Success
41,47037,37946,Low,Child Education,2383182,24,Debt Mutual Fund,Success
23,126266,34789,Medium,Emergency Fund,3035382,12,ELSS Mutual Fund,Success
35,164227,1808136,Low,Buy a House,1331063,21,RD,Success
53,53776,42173,High,Emergency Fund,8474852,2,Gold ETF,Failure
28,40322,120539,Medium,Buy a House,8886863,28,RD,Failure
32,179882,970738,High,Car Purchase,6797210,7,Liquid Mutual Fund,Success
40,115663,1083962,Medium,Emergency Fund,7120153,8,Liquid Mutual Fund,Success
59,26096,296827,Medium,Emergency Fund,2177730,16,PPF,Success
56,137561,1577351,High,Emergency Fund,2110638,9,Equity Mutual Fund,Success
22,82433,679947,Medium,Travel Abroad,8993959,12,Balanced Mutual Fund,Failure
34,155528,1235661,Low,Car Purchase,7791304,4,Gold ETF,Success
